# **************************************************************************************
# ThinkEngine Networks 2002
# **************************************************************************************
# Date|Time|Gender|Dialect|Phonetype|File Name|Call NO|Utt. NO|Start Time|End Time|Ortho
# ----+----+------+-------+---------+---------+-------+-------+----------+--------+-----
01.16.2002|08.54.28|male|native|cellphone|00167|007|WUWII00167_007.ulaw|3.301|3.819|Hi john let me ah get my assistant ThinkEngine
01.16.2002|08.54.37|male|native|cellphone|00167|008|WUWII00167_008.ulaw|2.529|3.028|Hi john let me get my assistant Onword
01.16.2002|08.54.46|male|native|cellphone|00167|009|WUWII00167_009.ulaw|2.835|3.436|Hi john let me get my assistant Wildfire
01.16.2002|08.54.50|male|native|cellphone|00167|010|WUWII00167_010.ulaw|0|0|
01.16.2002|10.12.35|male|native|cellphone|00168|000|WUWII00168_000.ulaw|0.566|1.125|(( ))
01.16.2002|10.12.45|male|native|cellphone|00168|001|WUWII00168_001.ulaw|0.598|1.113|Operator
01.16.2002|10.12.52|male|native|cellphone|00168|002|WUWII00168_002.ulaw|0.754|1.248|(( )) ThinkEngine
01.16.2002|10.12.59|male|native|cellphone|00168|003|WUWII00168_003.ulaw|0.607|1.077|Onword
01.16.2002|10.13.05|male|native|cellphone|00168|004|WUWII00168_004.ulaw|0.479|1.345|Wildifre
01.16.2002|10.13.11|male|native|cellphone|00168|005|WUWII00168_005.ulaw|0.557|1.062|Voyager
01.16.2002|10.13.32|male|native|cellphone|00168|006|WUWII00168_006.ulaw|4.569|5.138|in our office all the calls are routed through Op- Operator
01.16.2002|10.13.43|male|native|cellphone|00168|007|WUWII00168_007.ulaw|4.370|5.040|for the last eight months i am working at ThinkEngine
01.16.2002|10.13.55|male|native|cellphone|00168|008|WUWII00168_008.ulaw|3.612|4.116|This program is for Onword
01.16.2002|10.14.05|male|native|cellphone|00168|009|WUWII00168_009.ulaw|3.921|4.569|i prefer a spitfire than Wildfire
01.16.2002|10.14.18|male|native|cellphone|00168|010|WUWII00168_010.ulaw|4.069|4.519|This is an application using Voyager
01.16.2002|10.35.26|female|native|landlinephone|00169|000|WUWII00169_000.ulaw|0.560|1.633|(( ))
01.16.2002|10.35.37|female|native|landlinephone|00169|001|WUWII00169_001.ulaw|0.594|1.106|Operator
01.16.2002|10.35.44|female|native|landlinephone|00169|002|WUWII00169_002.ulaw|0.602|1.088|ThinkEngine
01.16.2002|10.35.50|female|native|landlinephone|00169|003|WUWII00169_003.ulaw|0.603|1.117|Onword
01.16.2002|10.35.57|female|native|landlinephone|00169|004|WUWII00169_004.ulaw|0.597|1.183|Wildfire
01.16.2002|10.36.03|female|native|landlinephone|00169|005|WUWII00169_005.ulaw|0.562|1.072|Voyager
01.16.2002|10.36.20|female|native|landlinephone|00169|006|WUWII00169_006.ulaw|2.553|3.101|use Operator
01.16.2002|10.36.30|female|native|landlinephone|00169|007|WUWII00169_007.ulaw|2.540|3.313|Hi i like to go to ThinkEngine
01.16.2002|10.36.39|female|native|landlinephone|00169|008|WUWII00169_008.ulaw|2.432|2.877|This is great um Onword
01.16.2002|10.36.49|female|native|landlinephone|00169|009|WUWII00169_009.ulaw|1.890|2.471|like get prompted by _Wildfire_
01.16.2002|10.36.56|female|native|landlinephone|00169|010|WUWII00169_010.ulaw|0.588|1.059|Voyager
01.16.2002|10.48.21|male|native|cellphone|00170|000|WUWII00170_000.ulaw|0.540|1.226|Amy Stokes
01.16.2002|10.48.23|male|native|cellphone|00170|001|WUWII00170_001.ulaw|0.000|0.553|The headset
01.16.2002|10.48.29|male|native|cellphone|00170|002|WUWII00170_002.ulaw|0.589|1.179|[beep] ThinkEngine
01.16.2002|10.48.35|male|native|cellphone|00170|003|WUWII00170_003.ulaw|0.520|1.006|[beep] Onword
01.16.2002|10.48.42|male|native|cellphone|00170|004|WUWII00170_004.ulaw|0.575|1.256|[beep] Wildfire
01.16.2002|10.48.48|male|native|cellphone|00170|005|WUWII00170_005.ulaw|0.483|1.087|[beep] Voyager [click]
01.16.2002|10.49.06|male|native|cellphone|00170|006|WUWII00170_006.ulaw|1.180|1.883|{lip smack}Hi Operator can you tell me what time it is please
01.16.2002|10.49.19|male|native|cellphone|00170|007|WUWII00170_007.ulaw|4.837|5.463|Excuse me ma'am i was trying to find the ah the notes on ThinkEngine [child in background]
01.16.2002|10.49.30|male|native|cellphone|00170|008|WUWII00170_008.ulaw|3.690|4.020|Yes thank you for picking up id like to purchase the Onword_system
01.16.2002|10.49.42|male|native|cellphone|00170|009|WUWII00170_009.ulaw|3.752|4.364|sir theres a forest out back and i think theres a Wildfire_going on
01.16.2002|10.49.55|male|native|cellphone|00170|010|WUWII00170_010.ulaw|2.499|3.271|Excuse me but i'd like to be a Voyager on that trip
01.16.2002|12.18.47|male|native|landlinephone|00171|000|WUWII00171_000.ulaw|0.500|01.557|Yogendra Jain
01.16.2002|12.19.00|male|native|landlinephone|00171|001|WUWII00171_001.ulaw|0.584|01.166|Operator
01.16.2002|12.19.07|male|native|landlinephone|00171|002|WUWII00171_002.ulaw|0.566|01.119|ThinkEngine
01.16.2002|12.19.14|male|native|landlinephone|00171|003|WUWII00171_003.ulaw|0.591|01.086|Onword
01.16.2002|12.19.20|male|native|landlinephone|00171|004|WUWII00171_004.ulaw|0.524|01.214|Wildfire
01.16.2002|12.19.27|male|native|landlinephone|00171|005|WUWII00171_005.ulaw|0.504|01.143|Voyager
01.16.2002|12.19.44|male|native|landlinephone|00171|006|WUWII00171_006.ulaw|2.591|03.308|Hi I would like to talk to the Operator
01.16.2002|12.19.53|male|native|landlinephone|00171|007|WUWII00171_007.ulaw|2.166|02.729|I like working at ThinkEngine
01.16.2002|12.20.03|male|native|landlinephone|00171|008|WUWII00171_008.ulaw|2.236|03.019|This technology called Onword
01.16.2002|12.20.12|male|native|landlinephone|00171|009|WUWII00171_009.ulaw|2.187|03.614|What is this thing all about called Wildfire
01.16.2002|12.20.23|male|native|landlinephone|00171|010|WUWII00171_010.ulaw|3.378|03.906|My favorite show was ^Star ^Trek Voyager
01.16.2002|14.04.47|female|native|landlinephone|00172|000|WUWII00172_000.ulaw|0.567|01.481|Andrea Deyo
01.16.2002|14.04.58|female|native|landlinephone|00172|001|WUWII00172_001.ulaw|0.736|01.244|{breath} Operator
01.16.2002|14.05.05|female|native|landlinephone|00172|002|WUWII00172_002.ulaw|0.555|01.134|ThinkEngine
01.16.2002|14.05.11|female|native|landlinephone|00172|003|WUWII00172_003.ulaw|0.561|01.053|Onword
01.16.2002|14.05.18|female|native|landlinephone|00172|004|WUWII00172_004.ulaw|0.516|01.120|{lip smack} Wildfire
01.16.2002|14.05.24|female|native|landlinephone|00172|005|WUWII00172_005.ulaw|0.577|01.096|{lip smack}Voyager
01.16.2002|14.05.43|female|native|landlinephone|00172|006|WUWII00172_006.ulaw|2.551|03.181|Let me check my +calendar Operator 
01.16.2002|14.05.52|female|native|landlinephone|00172|007|WUWII00172_007.ulaw|1.933|02.509|{breath} Let me think on that {lip smack} ThinkEngine
01.16.2002|14.06.02|female|native|landlinephone|00172|008|WUWII00172_008.ulaw|3.379|03.994| Wait while I +invoke my personal assistant Onword
01.16.2002|14.06.12|female|native|landlinephone|00172|009|WUWII00172_009.ulaw|2.145|02.836|{breath} I'm not sure let me check Wildfire
01.16.2002|14.06.21|female|native|landlinephone|00172|010|WUWII00172_010.ulaw|1.548|2.027| How are [voice/] ya [/voice] Voyager [voice in background]
01.16.2002|16.50.08|female|native|landlinephone|00173|000|WUWII00173_000.ulaw|0.428|01.528| Karen Choquett
01.16.2002|16.50.19|female|native|landlinephone|00173|001|WUWII00173_001.ulaw|0.596|01.288|{lip smack} Operator
01.16.2002|16.50.25|female|native|landlinephone|00173|002|WUWII00173_002.ulaw|0.452|01.288|ThinkEngine
01.16.2002|16.50.32|female|native|landlinephone|00173|003|WUWII00173_003.ulaw|0.570|01.189|{lip smack}Onword
01.16.2002|16.50.39|female|native|landlinephone|00173|004|WUWII00173_004.ulaw|0.573|01.313|Wildfire
01.16.2002|16.50.45|female|native|landlinephone|00173|005|WUWII00173_005.ulaw|0.541|01.167|Voyager
01.16.2002|16.51.02|female|native|landlinephone|00173|006|WUWII00173_006.ulaw|2.323|02.862|Hi I'd like to ask for the Operator please
01.16.2002|16.51.11|female|native|landlinephone|00173|007|WUWII00173_007.ulaw|1.848|02.681|Well I have a good friend at _ThinkEngine
01.16.2002|16.51.21|female|native|landlinephone|00173|008|WUWII00173_008.ulaw|2.081|2.446|Well it's that old expression _Onword_ and upward
01.16.2002|16.51.34|female|native|landlinephone|00173|009|WUWII00173_009.ulaw|4.152|4.832|Well I understand that um firemen are having a tough time with _Wildfires_ out in the west
01.16.2002|16.51.45|female|native|landlinephone|00173|010|WUWII00173_010.ulaw|1.256|2.078|I understand that the _Voyager expedition was a pretty interesting one
01.16.2002|16.54.15|female|native|cellphone|00174|000|WUWII00174_000.ulaw|0.543|01.501|{lip smack} Karen Choquett
01.16.2002|16.54.27|female|native|cellphone|00174|001|WUWII00174_001.ulaw|0.591|01.276|{lip smack} Operator
01.16.2002|16.54.33|female|native|cellphone|00174|002|WUWII00174_002.ulaw|0.566|01.273|{lip smack} ThinkEngine
01.16.2002|16.54.40|female|native|cellphone|00174|003|WUWII00174_003.ulaw|0.532|01.323|{lip smack} Onword [background noise]
01.16.2002|16.54.47|female|native|cellphone|00174|004|WUWII00174_004.ulaw|0.548|01.380|{lip smack}Wildfire
01.16.2002|16.54.53|female|native|cellphone|00174|005|WUWII00174_005.ulaw|0.535|01.182|Voyager
01.16.2002|16.55.13|female|native|cellphone|00174|006|WUWII00174_006.ulaw|3.219|3.999|Yes I will be trying to contact the Operator
01.16.2002|16.55.25|female|native|cellphone|00174|007|WUWII00174_007.ulaw|4.550|5.213|I understand there's a new startup nearby that's called ThinkEngine
01.16.2002|16.55.36|female|native|cellphone|00174|008|WUWII00174_008.ulaw|2.763|3.142|%Um I think that it'd be interesting to get _Onword_ and upward
01.16.2002|16.55.48|female|native|cellphone|00174|009|WUWII00174_009.ulaw|3.563|4.327|A good name for a song would probably be Wildfire
01.16.2002|16.56.01|female|native|cellphone|00174|010|WUWII00174_010.ulaw|5.492|6.068|The space program has a neat %um expedition called Voyager
01.16.2002|20.31.57|male|native|landlinephone|00175|000|WUWII00175_000.ulaw|0.521|1.391|Robert Coia
01.16.2002|20.32.08|male|native|landlinephone|00175|001|WUWII00175_001.ulaw|0.451|1.070|Operator
01.16.2002|20.32.14|male|native|landlinephone|00175|002|WUWII00175_002.ulaw|0.559|1.019|ThinkEngine
01.16.2002|20.32.20|male|native|landlinephone|00175|003|WUWII00175_003.ulaw|0.535|1.026|Onword
01.16.2002|20.32.27|male|native|landlinephone|00175|004|WUWII00175_004.ulaw|0.562|1.152|Wildfire
01.16.2002|20.32.33|male|native|landlinephone|00175|005|WUWII00175_005.ulaw|0.515|1.029|Voyager
01.16.2002|20.32.51|male|native|landlinephone|00175|006|WUWII00175_006.ulaw|3.234|3.730|Hi how are you I'm calling from home Operator
01.16.2002|20.33.00|male|native|landlinephone|00175|007|WUWII00175_007.ulaw|2.395|2.877|I was at work today at ThinkEngine
01.16.2002|20.33.09|male|native|landlinephone|00175|008|WUWII00175_008.ulaw|2.617|3.007|%Ah just sitting here watching TV Onword
01.16.2002|20.33.20|male|native|landlinephone|00175|009|WUWII00175_009.ulaw|3.345|3.920|%Uh hi ^John how are you Wildfire
01.16.2002|20.33.28|male|native|landlinephone|00175|010|WUWII00175_010.ulaw|2.128|2.563|%Uh this sounds like a space ship Voyager
01.16.2002|20.34.04|female|native|landlinephone|00176|000|WUWII00176_000.ulaw|0.594|01.197|{cleared throat}
01.16.2002|20.34.14|female|native|landlinephone|00176|001|WUWII00176_001.ulaw|0.560|01.183|[beep] Operator
01.16.2002|20.34.20|female|native|landlinephone|00176|002|WUWII00176_002.ulaw|0.580|01.38|ThinkEngine
01.16.2002|20.34.27|female|native|landlinephone|00176|003|WUWII00176_003.ulaw|0.497|01.240|[beep] Onword
01.16.2002|20.34.33|female|native|landlinephone|00176|004|WUWII00176_004.ulaw|0.564|01.401|[beep]Wildfire
01.16.2002|20.34.39|female|native|landlinephone|00176|005|WUWII00176_005.ulaw|0.592|01.191|[beep] Voyager
01.16.2002|20.34.55|female|native|landlinephone|00176|006|WUWII00176_006.ulaw|2.194|02.824|[beep]I am going to the store Operator
01.16.2002|20.35.04|female|native|landlinephone|00176|007|WUWII00176_007.ulaw|2.199|02.858|{breath} Do you think we should go over there ThinkEngine
01.16.2002|20.35.14|female|native|landlinephone|00176|008|WUWII00176_008.ulaw|2.290|02.739|I am watching the kids Onword
01.16.2002|20.35.24|female|native|landlinephone|00176|009|WUWII00176_009.ulaw|2.400|03.116|I'm putting the monitor on Wildfire
01.16.2002|20.35.34|female|native|landlinephone|00176|010|WUWII00176_010.ulaw|2.057|2.573|Hi how are you Voyager {breath}
01.16.2002|20.36.31|female|native|cellphone|00177|000|WUWII00177_000.ulaw|0.567|02.066|Melanie Coia
01.16.2002|20.36.42|female|native|cellphone|00177|001|WUWII00177_001.ulaw|0.586|01.248|Operator
01.16.2002|20.36.49|female|native|cellphone|00177|002|WUWII00177_002.ulaw|0.505|01.265|ThinkEngine [noise]
01.16.2002|20.36.55|female|native|cellphone|00177|003|WUWII00177_003.ulaw|0.597|01.105|[noise] Onword
01.16.2002|20.37.01|female|native|cellphone|00177|004|WUWII00177_004.ulaw|0.536|01.420|Wildfire [clanking noise]
01.16.2002|20.37.08|female|native|cellphone|00177|005|WUWII00177_005.ulaw|0.503|01.207|Voyager
01.16.2002|20.37.24|female|native|cellphone|00177|006|WUWII00177_006.ulaw|1.981|02.708|I am washing the car Operator [noise]
01.16.2002|20.37.34|female|native|cellphone|00177|007|WUWII00177_007.ulaw|2.021|02.886|Over the hills through ThinkEngine [noise]
01.16.2002|20.37.45|female|native|cellphone|00177|008|WUWII00177_008.ulaw|2.412|3.099|Opening the big case with the key Onword [noise]
01.16.2002|20.37.54|female|native|cellphone|00177|009|WUWII00177_009.ulaw|2.181|2.985|I know what that means [scratchy/] Wildfire [/scratchy]
01.16.2002|20.38.02|female|native|cellphone|00177|010|WUWII00177_010.ulaw|2.000|02.747|That's my favorite Voyager
01.17.2002|07.07.50|female|native|speakerphone|00178|000|WUWII00178_000.ulaw|0.596|01.5552|{lip smack} Elma Tremblay
01.17.2002|07.08.01|female|native|speakerphone|00178|001|WUWII00178_001.ulaw|0.592|01.202|{lip smack} Operator
01.17.2002|07.08.05|female|native|speakerphone|00178|002|WUWII00178_002.ulaw|0.600|1.040|{lip smack} done
01.17.2002|07.08.08|female|native|speakerphone|00178|003|WUWII00178_003.ulaw|0.581|0.963|done
01.17.2002|07.08.11|female|native|speakerphone|00178|004|WUWII00178_004.ulaw|.605|0.966|done
01.17.2002|07.08.14|female|native|speakerphone|00178|005|WUWII00178_005.ulaw|0.611|0.94|done
01.17.2002|07.08.18|female|native|speakerphone|00178|006|WUWII00178_006.ulaw|0.595|0.96|done
01.17.2002|07.08.22|female|native|speakerphone|00178|007|WUWII00178_007.ulaw|0.59|1.04|done
01.17.2002|07.08.26|female|native|speakerphone|00178|008|WUWII00178_008.ulaw|0.59|0.91|done
01.17.2002|07.08.30|female|native|speakerphone|00178|009|WUWII00178_009.ulaw|0.58|0.90|done
01.17.2002|07.08.34|female|native|speakerphone|00178|010|WUWII00178_010.ulaw|0.58|0.88|done
01.17.2002|07.43.00|female|native|cellphone|00179|000|WUWII00179_000.ulaw|0.553|01.429|Andrea Deyo
01.17.2002|07.43.12|female|native|cellphone|00179|001|WUWII00179_001.ulaw|0.581|01.207|Operator
01.17.2002|07.43.18|female|native|cellphone|00179|002|WUWII00179_002.ulaw|0.571|01.139|ThinkEngine
01.17.2002|07.43.24|female|native|cellphone|00179|003|WUWII00179_003.ulaw|0.812|01.278|{lip smack} Onword
01.17.2002|07.43.31|female|native|cellphone|00179|004|WUWII00179_004.ulaw|0.573|01.175|Wildfire
01.17.2002|07.43.37|female|native|cellphone|00179|005|WUWII00179_005.ulaw|0.532|01.158|Voyager
01.17.2002|07.43.55|female|native|cellphone|00179|006|WUWII00179_006.ulaw|1.771|02.389|Let me check my calendar Operator
01.17.2002|07.44.03|female|native|cellphone|00179|007|WUWII00179_007.ulaw|1.760|02.321|I'll have to get back to you ThinkEngine
01.17.2002|07.44.12|female|native|cellphone|00179|008|WUWII00179_008.ulaw|1.327|1.719|Let me check Onword
01.17.2002|07.44.21|female|native|cellphone|00179|009|WUWII00179_009.ulaw|1.841|02.458|I have to get back to you Wildfire
01.17.2002|07.44.29|female|native|cellphone|00179|010|WUWII00179_010.ulaw|1.795|02.309|{lip smack} I have no idea Voyager
01.17.2002|14.17.31|female|native|cellphone|00180|000|WUWII00180_000.ulaw|0.544|1.141|[static] Kim McGreal
01.17.2002|14.17.42|female|native|cellphone|00180|001|WUWII00180_001.ulaw|0.587|1.222|Operator
01.17.2002|14.17.49|female|native|cellphone|00180|002|WUWII00180_002.ulaw|0.584|1.218|ThinkEngine
01.17.2002|14.17.56|female|native|cellphone|00180|003|WUWII00180_003.ulaw|0.592|1.240|Onword [background noise]
01.17.2002|14.18.02|female|native|cellphone|00180|004|WUWII00180_004.ulaw|0.558|1.239|Wildfire
01.17.2002|14.18.09|female|native|cellphone|00180|005|WUWII00180_005.ulaw|0.567|1.176|Voyager
01.17.2002|14.18.26|female|native|cellphone|00180|006|WUWII00180_006.ulaw|1.886|2.393|It is cold outside Operator
01.17.2002|14.18.35|female|native|cellphone|00180|007|WUWII00180_007.ulaw|1.740|2.353|It is cold outside ThinkEngine
01.17.2002|14.18.44|female|native|cellphone|00180|008|WUWII00180_008.ulaw|.580|1.107|((cut off)) Onword
01.17.2002|14.18.53|female|native|cellphone|00180|009|WUWII00180_009.ulaw|1.977|2.619| It is cold outside Wildfire
01.17.2002|14.19.02|female|native|cellphone|00180|010|WUWII00180_010.ulaw|1.907|2.360|It's cold outside [crash]_Voyager
01.17.2002|17.03.47|male|nonNative|landlinephone|00181|000|WUWII00181_000.ulaw|0.500|01.108|[noise/] Sudip Mallik [/noise]
01.17.2002|17.03.57|male|nonNative|landlinephone|00181|001|WUWII00181_001.ulaw|0.569|01.138| [noise/]Operator [/noise]
01.17.2002|17.04.04|male|nonNative|landlinephone|00181|002|WUWII00181_002.ulaw|0.552|01.184|[noise/]ThinkEngine[/noise]
01.17.2002|17.04.10|male|nonNative|landlinephone|00181|003|WUWII00181_003.ulaw|0.574|01.112|[noise/]Onword [/noise]
01.17.2002|17.04.17|male|nonNative|landlinephone|00181|004|WUWII00181_004.ulaw|0.556|01.121|[noise/] Wildfire [/noise]
01.17.2002|17.04.23|male|nonNative|landlinephone|00181|005|WUWII00181_005.ulaw|0.501|0.977|[noise/]Voyager [/noise]
01.17.2002|17.04.41|male|nonNative|landlinephone|00181|006|WUWII00181_006.ulaw|3.695|04.341|[noise/]All calls in our company are not routed by Operator [/noise]
01.17.2002|17.04.51|male|nonNative|landlinephone|00181|007|WUWII00181_007.ulaw|3.442|04.166|For the last eight months I am working in a company known as ThinkEngine
01.17.2002|17.05.03|male|nonNative|landlinephone|00181|008|WUWII00181_008.ulaw|3.766|04.316|{breath} This application is to test Onword
01.17.2002|17.05.13|male|nonNative|landlinephone|00181|009|WUWII00181_009.ulaw|2.685|03.326|I'd prefer a spitfire than a _Wildfire
01.17.2002|17.05.33|male|nonNative|landlinephone|00181|010|WUWII00181_010.ulaw|3.075|03.573| This application is using Voyager
01.17.2002|18.39.42|female|native|landlinephone|00182|000|WUWII00182_000.ulaw|0.578|2.037|Dottie Nordgren
01.17.2002|18.39.54|female|native|landlinephone|00182|001|WUWII00182_001.ulaw|0.605|01.193|Operator
01.17.2002|18.40.00|female|native|landlinephone|00182|002|WUWII00182_002.ulaw|0.585|01.336|ThinkEngine
01.17.2002|18.40.07|female|native|landlinephone|00182|003|WUWII00182_003.ulaw|0.598|01.194|Onword
01.17.2002|18.40.14|female|native|landlinephone|00182|004|WUWII00182_004.ulaw|0.590|01.293|Wildfire
01.17.2002|18.40.21|female|native|landlinephone|00182|005|WUWII00182_005.ulaw|0.558|01.143|Voyager
01.17.2002|18.40.39|female|native|landlinephone|00182|006|WUWII00182_006.ulaw|2.726|03.430|I need to speak to the Operator
01.17.2002|18.40.51|female|native|landlinephone|00182|007|WUWII00182_007.ulaw|2.929|3.928|I had a great time at the ThinkEngine ^Christmas party
01.17.2002|18.41.02|female|native|landlinephone|00182|008|WUWII00182_008.ulaw|2.939|03.543| I can't think of a sentence using Onword
01.17.2002|18.41.11|female|native|landlinephone|00182|009|WUWII00182_009.ulaw|0.977|1.730| Did you see the _Wildfire in ^Australia 
01.17.2002|18.41.22|female|native|landlinephone|00182|010|WUWII00182_010.ulaw|1.584|2.233|The space ship Voyager is taking off tomorrow
01.17.2002|18.42.26|female|native|cellphone|00183|000|WUWII00183_000.ulaw|0.572|01.731|Dottie Nordgren
01.17.2002|18.42.38|female|native|cellphone|00183|001|WUWII00183_001.ulaw|0.600|01.273|{static] Operator
01.17.2002|18.42.45|female|native|cellphone|00183|002|WUWII00183_002.ulaw|0.587|01.398|ThinkEngine
01.17.2002|18.42.52|female|native|cellphone|00183|003|WUWII00183_003.ulaw|0.597|01.263|Onword
01.17.2002|18.42.59|female|native|cellphone|00183|004|WUWII00183_004.ulaw|0.541|01.296|Wildfire
01.17.2002|18.43.06|female|native|cellphone|00183|005|WUWII00183_005.ulaw|0.544|01.197|Voyager
01.17.2002|18.43.23|female|native|cellphone|00183|006|WUWII00183_006.ulaw|2.262|02.918|I need to speak to the [soft sounds] Operator
01.17.2002|18.43.33|female|native|cellphone|00183|007|WUWII00183_007.ulaw|0.553|1.307| ThinkEngine is a great company
01.17.2002|18.43.44|female|native|cellphone|00183|008|WUWII00183_008.ulaw|4.057|04.624|I still can't think of any sentence using the word Onword
01.17.2002|18.43.56|female|native|cellphone|00183|009|WUWII00183_009.ulaw|0.523|0.965|The Wildfire in ^Australia was horrible
01.17.2002|18.44.06|female|native|cellphone|00183|010|WUWII00183_010.ulaw|0.551|1.084| Voyager_ is taking off tomorrow
01.17.2002|22.45.10|male|nonNative|cellphone|00184|000|WUWII00184_000.ulaw|0.522|01.206|Sudip Mallik
01.17.2002|22.45.21|male|nonNative|cellphone|00184|001|WUWII00184_001.ulaw|0.591|01.119|Operator
01.17.2002|22.45.28|male|nonNative|cellphone|00184|002|WUWII00184_002.ulaw|0.543|01.242|ThinkEngine
01.17.2002|22.45.34|male|nonNative|cellphone|00184|003|WUWII00184_003.ulaw|0.587|01.192|Onword
01.17.2002|22.45.41|male|nonNative|cellphone|00184|004|WUWII00184_004.ulaw|0.510|01.281|Wildfire
01.17.2002|22.45.48|male|nonNative|cellphone|00184|005|WUWII00184_005.ulaw|0.485|01.075|Voyager
01.17.2002|22.46.08|male|nonNative|cellphone|00184|006|WUWII00184_006.ulaw|4.221|4.814|Now all the calls are not routed through Operator
01.17.2002|22.46.20|male|nonNative|cellphone|00184|007|WUWII00184_007.ulaw|4.724|05.541|For the last eight months I working at company known as ThinkEngine
01.17.2002|22.46.31|male|nonNative|cellphone|00184|008|WUWII00184_008.ulaw|3.390|04.016|This application is for Onword
01.17.2002|22.46.42|male|nonNative|cellphone|00184|009|WUWII00184_009.ulaw|3.686|04.450|It'd prefer a spit fire than a wildfire Wildfire
01.17.2002|22.46.52|male|nonNative|cellphone|00184|010|WUWII00184_010.ulaw|2.921|03.436|This application does not use Voyager
01.18.2002|09.14.10|male|nonNative|landlinephone|00185|000|WUWII00185_000.ulaw|0.541|01.467|Vagi Stiper
01.18.2002|09.14.21|male|nonNative|landlinephone|00185|001|WUWII00185_001.ulaw|0.571|01.221|Operator
01.18.2002|09.14.27|male|nonNative|landlinephone|00185|002|WUWII00185_002.ulaw|0.542|01.108|ThinkEngine
01.18.2002|09.14.33|male|nonNative|landlinephone|00185|003|WUWII00185_003.ulaw|0.594|01.117|Onword
01.18.2002|09.14.40|male|nonNative|landlinephone|00185|004|WUWII00185_004.ulaw|0.519|01.266|Wildfire
01.18.2002|09.14.46|male|nonNative|landlinephone|00185|005|WUWII00185_005.ulaw|0.517|01.024|Voyager [background noise]
01.18.2002|09.15.07|male|nonNative|landlinephone|00185|006|WUWII00185_006.ulaw|5.262|05.944|Hello hello hello %um %um %um %um Operator
01.18.2002|09.15.18|male|nonNative|landlinephone|00185|007|WUWII00185_007.ulaw|0.003|0.535|ThinkEngine
01.18.2002|09.15.30|male|nonNative|landlinephone|00185|008|WUWII00185_008.ulaw|4.673|5.094|I'm just testing this system and creating more data [voices] Onword
01.18.2002|09.15.47|male|nonNative|landlinephone|00185|009|WUWII00185_009.ulaw|9.811|10.433|%Um this is a test of the system that %uh we hopefully will use %uh to create ((Preco)) media server Wildfire
01.18.2002|09.15.57|male|nonNative|landlinephone|00185|010|WUWII00185_010.ulaw|2.875|3.414|[laughing/] Space the final frontier Voyager [/talking]
01.18.2002|11.22.02|male|nonNative|cellphone|00186|000|WUWII00186_000.ulaw|0.566|01.645|Ragib Dupna
01.18.2002|11.30.30|female|native|landlinephone|00187|000|WUWII00187_000.ulaw|0.529|01.140|Jennifer Hart
01.18.2002|11.30.41|female|native|landlinephone|00187|001|WUWII00187_001.ulaw|0.396|0.908|Operator
01.18.2002|11.30.47|female|native|landlinephone|00187|002|WUWII00187_002.ulaw|0.108|0.711|ThinkEngine
01.18.2002|11.30.53|female|native|landlinephone|00187|003|WUWII00187_003.ulaw|0.235|0.698|Onword 01.18.2002|11.31.00|female|native|landlinephone|00187|004|WUWII00187_004.ulaw|0.395|01.414| +Wildfair fire
01.18.2002|11.31.06|female|native|landlinephone|00187|005|WUWII00187_005.ulaw|0.274|0.733| Voyager
01.18.2002|11.31.23|female|native|landlinephone|00187|006|WUWII00187_006.ulaw|0.00|0.00|Tables containing quickly accessible summaries
01.18.2002|11.31.38|female|native|landlinephone|00187|007|WUWII00187_007.ulaw|6.291|6.942| Clues to use boxes that expand on the lesson topics are explained new concepts ThinkEngine
01.18.2002|11.31.48|female|native|landlinephone|00187|008|WUWII00187_008.ulaw|0.00|0.00|Course technology is the world's leading publisher of ~IT training
01.18.2002|11.32.01|female|native|landlinephone|00187|009|WUWII00187_009.ulaw|4.675|05.388|We have the largest ~IT print and technology based Wildfire
01.18.2002|11.32.13|female|native|landlinephone|00187|010|WUWII00187_010.ulaw|4.378|04.829|{lip smack} Add course technology ((content)) is number one Voyager
01.18.2002|11.33.15|female|native|landlinephone|00188|000|WUWII00188_000.ulaw|0.373|0.855|Jennifer Hart
01.18.2002|11.33.27|female|native|landlinephone|00188|001|WUWII00188_001.ulaw|0.382|.973|Operator
01.18.2002|11.33.32|female|native|landlinephone|00188|002|WUWII00188_002.ulaw|0.402|.958|ThinkEngine
01.18.2002|11.33.39|female|native|landlinephone|00188|003|WUWII00188_003.ulaw|0.567|1.052|Onword
01.18.2002|11.33.45|female|native|landlinephone|00188|004|WUWII00188_004.ulaw|0.194|0.840|Wildfire
01.18.2002|11.33.51|female|native|landlinephone|00188|005|WUWII00188_005.ulaw|0.309|0.792|Voyager
01.18.2002|11.34.07|female|native|landlinephone|00188|006|WUWII00188_006.ulaw|4.237|0.00|You can build conditional formula using an ~IF function 
01.18.2002|11.34.17|female|native|landlinephone|00188|007|WUWII00188_007.ulaw|3.595|04.334|When the condition is a question ThinkEngine
01.18.2002|11.34.28|female|native|landlinephone|00188|008|WUWII00188_008.ulaw|0.00|0.00|Then an action to take place if logical test or condition is fault-
01.18.2002|11.34.36|female|native|landlinephone|00188|009|WUWII00188_009.ulaw|0.13|03.27|You can build a conditional formula using an ~IF function 
01.18.2002|11.34.53|female|native|landlinephone|00188|010|WUWII00188_010.ulaw|0.44|02.76|You can build a conditional formula using an ~I-  
